"kxfcnwlyyohascji.ru","0","2012-01-01 00:00:00","2012-01-01 23:59:59","blackhole_dga_16_ru"
"ndvgpxdugiihprox.ru","1","2012-01-01 00:00:00","2012-01-01 23:59:59","blackhole_dga_16_ru"
"wjikjkybqouienfm.ru","0","2012-01-02 00:00:00","2012-01-02 23:59:59","blackhole_dga_16_ru"
"yowoyitslewxwwrl.ru","1","2012-01-02 00:00:00","2012-01-02 23:59:59","blackhole_dga_16_ru"
"jwkynwfxjqdqqmji.ru","0","2012-01-03 00:00:00","2012-01-03 23:59:59","blackhole_dga_16_ru"
"lcbfcpzjpyvoheuj.ru","1","2012-01-03 00:00:00","2012-01-03 23:59:59","blackhole_dga_16_ru"
"vjnhblgryauqcpmr.ru","0","2012-01-04 00:00:00","2012-01-04 23:59:59","blackhole_dga_16_ru"
"xocnrffrwjwryily.ru","1","2012-01-04 00:00:00","2012-01-04 23:59:59","blackhole_dga_16_ru"
"iwoughjskqxnoury.ru","0","2012-01-05 00:00:00","2012-01-05 23:59:59","blackhole_dga_16_ru"
"kcgbtgkouhxwzqce.ru","1","2012-01-05 00:00:00","2012-01-05 23:59:59","blackhole_dga_16_ru"
"tirdttcivfplnrds.ru","0","2012-01-06 00:00:00","2012-01-06 23:59:59","blackhole_dga_16_ru"
"wnhjjplenuudhoap.ru","1","2012-01-06 00:00:00","2012-01-06 23:59:59","blackhole_dga_16_ru"
"gwtrhozqbvudulyl.ru","0","2012-01-07 00:00:00","2012-01-07 23:59:59","blackhole_dga_16_ru"
"jbkxeiekxelpidpi.ru","1","2012-01-07 00:00:00","2012-01-07 23:59:59","blackhole_dga_16_ru"
"siwafwlsbplqrxly.ru","0","2012-01-08 00:00:00","2012-01-08 23:59:59","blackhole_dga_16_ru"
"unlgvgkytqsxgyeg.ru","1","2012-01-08 00:00:00","2012-01-08 23:59:59","blackhole_dga_16_ru"
"fvxordgblagqooqx.ru","0","2012-01-09 00:00:00","2012-01-09 23:59:59","blackhole_dga_16_ru"
"hbpuvpfmvvkeindg.ru","1","2012-01-09 00:00:00","2012-01-09 23:59:59","blackhole_dga_16_ru"
"rhbyvkanoqokqyit.ru","0","2012-01-10 00:00:00","2012-01-10 23:59:59","blackhole_dga_16_ru"
"tmqdnqhvpxyjeulp.ru","1","2012-01-10 00:00:00","2012-01-10 23:59:59","blackhole_dga_16_ru"
"evdmudjenjokhgmz.ru","0","2012-01-11 00:00:00","2012-01-11 23:59:59","blackhole_dga_16_ru"
"gatrxzmokglyvnqh.ru","1","2012-01-11 00:00:00","2012-01-11 23:59:59","blackhole_dga_16_ru"
"phgunkwwcglepbdc.ru","0","2012-01-12 00:00:00","2012-01-12 23:59:59","blackhole_dga_16_ru"
"smvydqivtigcadxb.ru","1","2012-01-12 00:00:00","2012-01-12 23:59:59","blackhole_dga_16_ru"
"cuijmuljysivscwe.ru","0","2012-01-13 00:00:00","2012-01-13 23:59:59","blackhole_dga_16_ru"
"eaynpxerysnuockf.ru","1","2012-01-13 00:00:00","2012-01-13 23:59:59","blackhole_dga_16_ru"
"oglrzlxpvxfhgihb.ru","0","2012-01-14 00:00:00","2012-01-14 23:59:59","blackhole_dga_16_ru"
"qlaxqqoumynwpggc.ru","1","2012-01-14 00:00:00","2012-01-14 23:59:59","blackhole_dga_16_ru"
"bumggasfaoywfncc.ru","0","2012-01-15 00:00:00","2012-01-15 23:59:59","blackhole_dga_16_ru"
"dzclmaypqcfzimrl.ru","1","2012-01-15 00:00:00","2012-01-15 23:59:59","blackhole_dga_16_ru"
"ngpormkfmmcfgysb.ru","0","2012-01-16 00:00:00","2012-01-16 23:59:59","blackhole_dga_16_ru"
"plfuihelmdrrbbnc.ru","1","2012-01-16 00:00:00","2012-01-16 23:59:59","blackhole_dga_16_ru"
"yrqwbnjqbnfhpbuu.ru","0","2012-01-17 00:00:00","2012-01-17 23:59:59","blackhole_dga_16_ru"
"cygiwjakdyxlnvqv.ru","1","2012-01-17 00:00:00","2012-01-17 23:59:59","blackhole_dga_16_ru"
"lguktmilemdssbyx.ru","0","2012-01-18 00:00:00","2012-01-18 23:59:59","blackhole_dga_16_ru"
"okjqzgzouwqonvup.ru","1","2012-01-18 00:00:00","2012-01-18 23:59:59","blackhole_dga_16_ru"
"xrvstpmjbtxnttxd.ru","0","2012-01-19 00:00:00","2012-01-19 23:59:59","blackhole_dga_16_ru"
"aylfqvekcpgkthkx.ru","1","2012-01-19 00:00:00","2012-01-19 23:59:59","blackhole_dga_16_ru"
"kfzhvfgdfixkfdrr.ru","0","2012-01-20 00:00:00","2012-01-20 23:59:59","blackhole_dga_16_ru"
"mkonvslrwtualefq.ru","1","2012-01-20 00:00:00","2012-01-20 23:59:59","blackhole_dga_16_ru"
"wqbrmmqhlkusiixa.ru","0","2012-01-21 00:00:00","2012-01-21 23:59:59","blackhole_dga_16_ru"
"yvpvcmdbbglmhfyq.ru","1","2012-01-21 00:00:00","2012-01-21 23:59:59","blackhole_dga_16_ru"
"jfegifyhkbjxfflc.ru","0","2012-01-22 00:00:00","2012-01-22 23:59:59","blackhole_dga_16_ru"
"lktkntxkekjhgwwv.ru","1","2012-01-22 00:00:00","2012-01-22 23:59:59","blackhole_dga_16_ru"
"uqfnewvxvyvsrxuk.ru","0","2012-01-23 00:00:00","2012-01-23 23:59:59","blackhole_dga_16_ru"
"xvurtbyguyxavlcn.ru","1","2012-01-23 00:00:00","2012-01-23 23:59:59","blackhole_dga_16_ru"
"hejcagnpfrpnqefc.ru","0","2012-01-24 00:00:00","2012-01-24 23:59:59","blackhole_dga_16_ru"
"kjxgftehmxneoqss.ru","1","2012-01-24 00:00:00","2012-01-24 23:59:59","blackhole_dga_16_ru"
"tqkkpnnamkpqnyym.ru","0","2012-01-25 00:00:00","2012-01-25 23:59:59","blackhole_dga_16_ru"
"vuyognsdxgigvymx.ru","1","2012-01-25 00:00:00","2012-01-25 23:59:59","blackhole_dga_16_ru"
"genyzeyokjwxykzm.ru","0","2012-01-26 00:00:00","2012-01-26 23:59:59","blackhole_dga_16_ru"
"ijdfiaskbhcdzbet.ru","1","2012-01-26 00:00:00","2012-01-26 23:59:59","blackhole_dga_16_ru"
"spphczekzysdypqb.ru","0","2012-01-27 00:00:00","2012-01-27 23:59:59","blackhole_dga_16_ru"
"uuenxhtegxrlrlyb.ru","1","2012-01-27 00:00:00","2012-01-27 23:59:59","blackhole_dga_16_ru"
"fdsvrfljfaskbylv.ru","0","2012-01-28 00:00:00","2012-01-28 23:59:59","blackhole_dga_16_ru"
"hiibkbbmztddabuy.ru","1","2012-01-28 00:00:00","2012-01-28 23:59:59","blackhole_dga_16_ru"
"qptetotipsmswbqw.ru","0","2012-01-29 00:00:00","2012-01-29 23:59:59","blackhole_dga_16_ru"
"tujjpspbhdwymxyj.ru","1","2012-01-29 00:00:00","2012-01-29 23:59:59","blackhole_dga_16_ru"
"ddxrlumbiwovldwg.ru","0","2012-01-30 00:00:00","2012-01-30 23:59:59","blackhole_dga_16_ru"
"gimxkbdryudghncv.ru","1","2012-01-30 00:00:00","2012-01-30 23:59:59","blackhole_dga_16_ru"
